Invoice_ID,City,Course_Type,Price,Discount,Final_Total,Enrollment_Date,Rating,Course_Details
INV-10509,Dammam,Recorded Subscription,368,184,184,2023-06-28,4.2,React & Next.js | Intermediate
INV-10510,Tabuk,Recorded Subscription,378,0,378,05-08-2023,4.8,Python Basics | Intermediate
INV-10511,Riyadh,Live Bootcamp,1812,0,1812,"2023, March 15",4.8,UI/UX Design | Beginner
INV-10512,Jeddah,Recorded Subscription,582,0,582,2023-08-17,4.0,Laravel & PHP | Advanced
INV-10513,Khobar,Recorded Subscription,478,239,239,2024-03-04,4.3,Python Basics | Intermediate
INV-10514,Khobar,Recorded Subscription,207,41,166,"2023, March 15",4.6,UI/UX Design | Beginner
INV-10515,Riyadh,Live Bootcamp,1501,0,1501,2023-01-30,,UI/UX Design | Beginner
INV-10516,Riyadh,Live Bootcamp,1737,0,1737,2023-11-24,5.0,UI/UX Design | Beginner
INV-10517,Tabuk,Recorded Subscription,388,0,388,2023-06-17,4.1,Python Basics | Intermediate
INV-10518,Tabuk,Recorded Subscription,425,212,213,25-03-2024,4.4,Python Basics | Intermediate
INV-10519,Medina,Recorded Subscription,465,0,465,"2023, March 15",4.5,Flutter Development | Intermediate
INV-10520,Khobar,Recorded Subscription,363,72,291,"2023, March 15",4.2,Laravel & PHP | Intermediate
INV-10521,Khobar,Recorded Subscription,291,58,233,25-05-2023,4.0,UI/UX Design | Beginner
INV-10522,Mecca,Recorded Subscription,512,102,410,"2023, March 15",4.1,React & Next.js | Advanced
INV-10523,Riyadh,Recorded Subscription,583,0,583,03-02-2024,4.8,Flutter Development | Advanced
INV-10524,Mecca,Recorded Subscription,503,100,403,"2023, March 15",3.8,Flutter Development | Advanced
INV-10525,Dammam,Recorded Subscription,347,69,278,2023-05-24,4.5,Flutter Development | Beginner
INV-10526,Riyadh,Recorded Subscription,335,67,268,"2023, March 15",4.5,Data Analysis | Beginner
INV-10527,Medina,Recorded Subscription,547,0,547,"2023, March 15",4.0,Laravel & PHP | Advanced
INV-10528,Tabuk,Recorded Subscription,548,109,439,22-12-2023,4.4,UI/UX Design | Advanced
INV-10529,Jeddah,Live Bootcamp,1574,0,1574,10-06-2023,4.8,UI/UX Design | Beginner
INV-10530,Dammam,Recorded Subscription,468,93,375,"2023, March 15",4.7,UI/UX Design | Intermediate
INV-10531,Medina,Recorded Subscription,497,99,398,2023-02-09,4.5,Data Analysis | Intermediate
INV-10532,Khobar,Recorded Subscription,227,113,114,2023-11-22,4.4,Flutter Development | Beginner
INV-10533,Jeddah,Live Bootcamp,1813,0,1813,"2023, March 15",4.8,React & Next.js | Beginner
INV-10534,Riyadh,Recorded Subscription,282,0,282,26-04-2023,3.9,Data Analysis | Beginner
INV-10535,Riyadh,Live Bootcamp,1582,158,1424,2023-12-27,4.9,Laravel & PHP | Beginner
INV-10536,Tabuk,Recorded Subscription,382,191,191,"2023, March 15",4.2,Python Basics | Intermediate
INV-10537,Riyadh,Recorded Subscription,621,124,497,21-06-2023,4.3,UI/UX Design | Advanced
INV-10538,Dammam,Live Bootcamp,1516,0,1516,09-02-2023,4.8,Laravel & PHP | Beginner
INV-10539,Dammam,Recorded Subscription,443,88,355,"2023, March 15",4.5,UI/UX Design | Intermediate
INV-10540,Tabuk,Recorded Subscription,235,0,235,2024-03-08,3.8,Flutter Development | Beginner
INV-10541,Medina,Recorded Subscription,437,87,350,2023-08-27,4.1,React & Next.js | Intermediate
INV-10542,Jeddah,Recorded Subscription,634,126,508,"2023, March 15",4.5,Python Basics | Advanced
INV-10543,Medina,Recorded Subscription,633,126,507,2023-06-16,4.1,UI/UX Design | Advanced
INV-10544,Khobar,Recorded Subscription,372,74,298,2023-09-11,4.2,UI/UX Design | Intermediate
INV-10545,Dammam,Recorded Subscription,440,88,352,17-07-2023,4.6,Data Analysis | Intermediate
INV-10546,Khobar,Recorded Subscription,450,225,225,2023-11-03,4.7,Flutter Development | Intermediate
INV-10547,Medina,Recorded Subscription,440,88,352,12-05-2023,3.9,UI/UX Design | Intermediate
INV-10548,Riyadh,Recorded Subscription,235,0,235,"2023, March 15",4.0,Data Analysis | Beginner
INV-10549,Mecca,Recorded Subscription,441,88,353,26-03-2024,4.2,Python Basics | Intermediate
INV-10550,Riyadh,Live Bootcamp,2433,0,2433,2023-05-23,4.7,UI/UX Design | Intermediate
INV-10551,Riyadh,Live Bootcamp,1780,178,1602,20-04-2023,4.6,Python Basics | Beginner
INV-10552,Tabuk,Recorded Subscription,505,0,505,2023-03-25,4.1,React & Next.js | Advanced
INV-10553,Jeddah,Live Bootcamp,2576,0,2576,01-03-2023,4.9,Flutter Development | Advanced
INV-10554,Khobar,Recorded Subscription,345,0,345,"2023, March 15",4.2,Laravel & PHP | Beginner
INV-10555,Dammam,Recorded Subscription,255,127,128,"2023, March 15",4.3,Laravel & PHP | Beginner
INV-10556,Medina,Recorded Subscription,564,112,452,30-10-2023,4.8,Python Basics | Advanced
INV-10557,Riyadh,Live Bootcamp,1757,0,1757,"2023, March 15",4.6,UI/UX Design | Beginner
INV-10558,Dammam,Recorded Subscription,491,98,393,09-05-2023,4.1,Python Basics | Intermediate
INV-10559,Mecca,Recorded Subscription,330,66,264,2024-03-26,4.2,UI/UX Design | Beginner
INV-10560,Khobar,Recorded Subscription,291,145,146,"2023, March 15",3.8,Python Basics | Beginner
INV-10561,Tabuk,Recorded Subscription,231,115,116,2023-05-05,3.9,Laravel & PHP | Beginner
INV-10562,Riyadh,Recorded Subscription,309,0,309,2023-01-10,4.4,React & Next.js | Beginner
INV-10563,Tabuk,Recorded Subscription,250,50,200,17-02-2024,4.4,React & Next.js | Beginner
INV-10564,Jeddah,Recorded Subscription,369,184,185,2023-12-08,4.5,UI/UX Design | Intermediate
INV-10565,Mecca,Recorded Subscription,334,66,268,"2023, March 15",4.4,Python Basics | Beginner
INV-10566,Medina,Live Bootcamp,2332,0,2332,2023-07-07,4.8,Flutter Development | Intermediate
INV-10567,Jeddah,Recorded Subscription,379,189,190,"2023, March 15",4.7,React & Next.js | Intermediate
INV-10568,Riyadh,Recorded Subscription,277,0,277,"2023, March 15",4.6,Laravel & PHP | Beginner
INV-10569,Khobar,Recorded Subscription,326,0,326,2023-12-07,3.9,Flutter Development | Beginner
INV-10570,Riyadh,Live Bootcamp,2414,0,2414,03-10-2023,5.0,Flutter Development | Intermediate
INV-10571,Riyadh,Recorded Subscription,513,102,411,2023-08-15,3.9,React & Next.js | Advanced
INV-10572,Jeddah,Recorded Subscription,520,104,416,2024-02-29,4.5,Flutter Development | Advanced
INV-10573,Mecca,Recorded Subscription,591,118,473,"2023, March 15",4.1,Laravel & PHP | Advanced
INV-10574,Jeddah,Live Bootcamp,1680,0,1680,25-10-2023,4.7,Data Analysis | Beginner
INV-10575,Dammam,Recorded Subscription,440,220,220,2023-04-26,4.6,React & Next.js | Intermediate
INV-10576,Dammam,Recorded Subscription,241,0,241,2023-05-07,4.6,Data Analysis | Beginner
INV-10577,Riyadh,Recorded Subscription,330,66,264,2023-02-21,4.3,UI/UX Design | Beginner
INV-10578,Tabuk,Recorded Subscription,352,0,352,21-01-2024,4.0,Laravel & PHP | Intermediate
INV-10579,Mecca,Recorded Subscription,455,0,455,2023-10-10,4.7,Laravel & PHP | Intermediate
INV-10580,Medina,Recorded Subscription,437,87,350,06-08-2023,4.6,Laravel & PHP | Intermediate
INV-10581,Riyadh,Recorded Subscription,245,122,123,2023-04-05,3.9,React & Next.js | Beginner
INV-10582,Jeddah,Live Bootcamp,2522,0,2522,"2023, March 15",4.8,React & Next.js | Advanced
INV-10583,Riyadh,Recorded Subscription,494,0,494,2023-05-05,4.2,Laravel & PHP | Intermediate
INV-10584,Tabuk,Recorded Subscription,434,217,217,"2023, March 15",4.5,Flutter Development | Intermediate
INV-10585,Medina,Recorded Subscription,490,98,392,2023-09-09,4.0,UI/UX Design | Intermediate
INV-10586,Mecca,Recorded Subscription,446,223,223,30-03-2023,4.7,Python Basics | Intermediate
INV-10587,Dammam,Recorded Subscription,234,46,188,"2023, March 15",4.3,React & Next.js | Beginner
INV-10588,Mecca,Recorded Subscription,320,64,256,"2023, March 15",4.7,Python Basics | Beginner
INV-10589,Riyadh,Live Bootcamp,1613,0,1613,"2023, March 15",4.9,Laravel & PHP | Beginner
INV-10590,Riyadh,Recorded Subscription,370,74,296,28-11-2023,4.0,Python Basics | Intermediate
INV-10591,Dammam,Recorded Subscription,608,304,304,22-08-2023,4.2,Laravel & PHP | Advanced
INV-10592,Dammam,Recorded Subscription,400,80,320,2023-03-03,4.2,Python Basics | Intermediate
INV-10593,Riyadh,Recorded Subscription,346,0,346,"2023, March 15",4.5,Data Analysis | Beginner
INV-10594,Khobar,Live Bootcamp,1918,0,1918,2023-08-31,4.5,Python Basics | Beginner
INV-10595,Riyadh,Recorded Subscription,629,314,315,31-12-2023,4.1,Python Basics | Advanced
INV-10596,Riyadh,Recorded Subscription,344,0,344,03-08-2023,4.6,Flutter Development | Beginner
INV-10597,Medina,Recorded Subscription,515,103,412,20-11-2023,4.8,Laravel & PHP | Advanced
INV-10598,Jeddah,Recorded Subscription,598,299,299,30-10-2023,3.9,Python Basics | Advanced
INV-10599,Khobar,Recorded Subscription,609,0,609,07-06-2023,4.5,React & Next.js | Advanced
INV-10600,Riyadh,Recorded Subscription,384,0,384,2023-12-28,3.9,Python Basics | Intermediate
INV-10601,Medina,Recorded Subscription,257,51,206,2023-04-23,4.4,UI/UX Design | Beginner
INV-10602,Tabuk,Recorded Subscription,389,77,312,26-04-2023,4.6,Data Analysis | Intermediate
INV-10603,Jeddah,Recorded Subscription,422,84,338,23-03-2024,4.5,Python Basics | Intermediate
INV-10604,Jeddah,Recorded Subscription,531,265,266,2023-10-14,4.2,Data Analysis | Advanced
INV-10605,Mecca,Recorded Subscription,394,197,197,2023-01-17,4.0,Data Analysis | Intermediate
INV-10606,Khobar,Recorded Subscription,291,145,146,02-06-2023,4.8,Data Analysis | Beginner
INV-10607,Jeddah,Live Bootcamp,2559,0,2559,"2023, March 15",4.8,Flutter Development | Advanced
INV-10608,Khobar,Recorded Subscription,498,0,498,2023-01-03,3.9,React & Next.js | Intermediate
INV-10609,Mecca,Recorded Subscription,312,62,250,12-10-2023,3.8,Data Analysis | Beginner
INV-10610,Khobar,Recorded Subscription,430,0,430,11-03-2024,4.4,UI/UX Design | Intermediate
INV-10611,Riyadh,Live Bootcamp,2632,0,2632,05-12-2023,4.8,Laravel & PHP | Advanced
INV-10612,Riyadh,Recorded Subscription,508,0,508,2023-12-22,4.6,UI/UX Design | Advanced
INV-10613,Khobar,Recorded Subscription,240,120,120,2023-09-11,4.1,Data Analysis | Beginner
INV-10614,Medina,Live Bootcamp,2867,0,2867,"2023, March 15",4.6,Flutter Development | Advanced
INV-10615,Riyadh,Live Bootcamp,1520,0,1520,"2023, March 15",4.8,Flutter Development | Beginner
INV-10616,Riyadh,Recorded Subscription,290,58,232,2024-02-07,4.5,React & Next.js | Beginner
INV-10617,Riyadh,Recorded Subscription,494,247,247,"2023, March 15",4.6,React & Next.js | Intermediate
INV-10618,Medina,Recorded Subscription,435,217,218,2023-11-14,4.4,Python Basics | Intermediate
INV-10619,Khobar,Recorded Subscription,292,0,292,"2023, March 15",4.7,Data Analysis | Beginner
INV-10620,Jeddah,Live Bootcamp,2033,0,2033,08-10-2023,4.8,Flutter Development | Intermediate
INV-10621,Tabuk,Recorded Subscription,603,120,483,2023-02-15,4.8,Data Analysis | Advanced
INV-10622,Medina,Recorded Subscription,496,99,397,2023-01-16,4.6,Data Analysis | Intermediate
INV-10623,Jeddah,Recorded Subscription,205,41,164,"2023, March 15",4.3,React & Next.js | Beginner
INV-10624,Mecca,Recorded Subscription,247,0,247,2023-11-01,3.9,UI/UX Design | Beginner
INV-10625,Tabuk,Live Bootcamp,2083,0,2083,2023-04-11,4.6,Flutter Development | Intermediate
INV-10626,Khobar,Recorded Subscription,226,113,113,10-02-2024,4.8,Data Analysis | Beginner
INV-10627,Dammam,Recorded Subscription,538,269,269,20-08-2023,3.8,UI/UX Design | Advanced
INV-10628,Medina,Recorded Subscription,360,72,288,13-12-2023,4.1,React & Next.js | Intermediate
INV-10629,Dammam,Recorded Subscription,447,89,358,"2023, March 15",4.5,UI/UX Design | Intermediate
INV-10630,Jeddah,Live Bootcamp,1892,0,1892,2023-10-06,4.6,Laravel & PHP | Beginner
INV-10631,Medina,Recorded Subscription,264,52,212,"2023, March 15",4.3,Python Basics | Beginner
INV-10632,Jeddah,Recorded Subscription,208,41,167,2023-09-08,4.1,Laravel & PHP | Beginner
INV-10633,Tabuk,Recorded Subscription,536,268,268,21-08-2023,4.4,Laravel & PHP | Advanced
INV-10634,Riyadh,Recorded Subscription,433,0,433,05-07-2023,4.3,Data Analysis | Intermediate
INV-10635,Mecca,Recorded Subscription,459,229,230,2023-08-22,4.5,Data Analysis | Intermediate
INV-10636,Tabuk,Recorded Subscription,500,100,400,06-01-2024,4.0,Python Basics | Intermediate
INV-10637,Jeddah,Live Bootcamp,1694,0,1694,"2023, March 15",5.0,Python Basics | Beginner
INV-10638,Mecca,Recorded Subscription,408,81,327,2023-02-16,4.3,Flutter Development | Intermediate
INV-10639,Medina,Recorded Subscription,417,83,334,19-06-2023,3.8,Data Analysis | Intermediate
INV-10640,Jeddah,Recorded Subscription,345,69,276,"2023, March 15",4.7,Data Analysis | Beginner
INV-10641,Khobar,Recorded Subscription,209,41,168,18-01-2024,4.4,Data Analysis | Beginner
INV-10642,Dammam,Recorded Subscription,646,129,517,2023-10-05,4.1,UI/UX Design | Advanced
INV-10643,Dammam,Recorded Subscription,398,0,398,13-12-2023,4.7,Python Basics | Intermediate
INV-10644,Jeddah,Recorded Subscription,269,0,269,2023-07-02,4.4,Python Basics | Beginner
INV-10645,Jeddah,Live Bootcamp,2037,0,2037,"2023, March 15",4.8,Laravel & PHP | Intermediate
INV-10646,Khobar,Recorded Subscription,262,52,210,"2023, March 15",4.1,Flutter Development | Beginner
INV-10647,Jeddah,Recorded Subscription,207,41,166,29-02-2024,4.7,Data Analysis | Beginner
INV-10648,Medina,Recorded Subscription,304,60,244,"2023, March 15",4.1,Data Analysis | Beginner
INV-10649,Khobar,Recorded Subscription,512,0,512,"2023, March 15",3.9,React & Next.js | Advanced
INV-10650,Riyadh,Recorded Subscription,438,219,219,"2023, March 15",3.9,Python Basics | Intermediate
INV-10651,Jeddah,Live Bootcamp,1804,0,1804,"2023, March 15",4.9,Python Basics | Beginner
INV-10652,Jeddah,Live Bootcamp,1560,0,1560,05-08-2023,4.6,Python Basics | Beginner
INV-10653,Medina,Live Bootcamp,1953,0,1953,31-08-2023,4.8,Data Analysis | Beginner
INV-10654,Jeddah,Recorded Subscription,287,0,287,29-07-2023,4.8,UI/UX Design | Beginner
INV-10655,Medina,Recorded Subscription,457,228,229,"2023, March 15",4.7,UI/UX Design | Intermediate
INV-10656,Tabuk,Recorded Subscription,474,0,474,13-02-2023,4.4,UI/UX Design | Intermediate
INV-10657,Riyadh,Live Bootcamp,1974,197,1777,"2023, March 15",4.5,Python Basics | Beginner
INV-10658,Jeddah,Live Bootcamp,2191,219,1972,"2023, March 15",4.7,Flutter Development | Intermediate
INV-10659,Khobar,Recorded Subscription,616,308,308,2023-01-24,4.6,Data Analysis | Advanced
INV-10660,Dammam,Recorded Subscription,465,0,465,26-03-2023,4.5,Laravel & PHP | Intermediate
INV-10661,Riyadh,Live Bootcamp,2466,0,2466,2023-11-05,4.7,UI/UX Design | Intermediate
INV-10662,Medina,Recorded Subscription,561,0,561,2023-12-08,4.3,UI/UX Design | Advanced
INV-10663,Medina,Recorded Subscription,509,101,408,31-08-2023,4.2,UI/UX Design | Advanced
INV-10664,Mecca,Recorded Subscription,285,142,143,"2023, March 15",4.8,Laravel & PHP | Beginner
INV-10665,Khobar,Recorded Subscription,584,0,584,28-02-2024,4.2,UI/UX Design | Advanced
INV-10666,Tabuk,Recorded Subscription,209,41,168,2023-11-30,4.0,UI/UX Design | Beginner
INV-10667,Mecca,Recorded Subscription,613,122,491,2024-02-12,4.5,React & Next.js | Advanced
INV-10668,Tabuk,Recorded Subscription,345,0,345,11-01-2024,3.8,Python Basics | Beginner
INV-10669,Jeddah,Recorded Subscription,358,71,287,2023-01-19,4.0,Laravel & PHP | Intermediate
INV-10670,Khobar,Recorded Subscription,429,214,215,2023-11-10,3.9,React & Next.js | Intermediate
INV-10671,Tabuk,Recorded Subscription,403,0,403,29-01-2023,4.7,Laravel & PHP | Intermediate
INV-10672,Dammam,Recorded Subscription,274,54,220,19-11-2023,4.3,Laravel & PHP | Beginner
INV-10673,Jeddah,Recorded Subscription,495,247,248,"2023, March 15",4.4,UI/UX Design | Intermediate
INV-10674,Jeddah,Live Bootcamp,2575,0,2575,2024-03-01,4.8,Laravel & PHP | Advanced
INV-10675,Medina,Recorded Subscription,599,119,480,"2023, March 15",4.2,React & Next.js | Advanced
INV-10676,Medina,Live Bootcamp,1778,0,1778,2023-10-22,4.9,UI/UX Design | Beginner
INV-10677,Medina,Recorded Subscription,218,0,218,11-03-2023,4.5,Python Basics | Beginner
INV-10678,Medina,Recorded Subscription,542,271,271,22-07-2023,4.4,Flutter Development | Advanced
INV-10679,Dammam,Recorded Subscription,308,61,247,"2023, March 15",3.9,Data Analysis | Beginner
INV-10680,Mecca,Recorded Subscription,243,48,195,21-05-2023,4.3,Flutter Development | Beginner
INV-10681,Dammam,Live Bootcamp,1990,0,1990,"2023, March 15",4.9,Python Basics | Beginner
INV-10682,Dammam,Recorded Subscription,646,129,517,13-11-2023,4.1,UI/UX Design | Advanced
INV-10683,Khobar,Recorded Subscription,399,79,320,01-08-2023,4.3,Python Basics | Intermediate
INV-10684,Jeddah,Recorded Subscription,235,0,235,2023-01-05,4.7,Flutter Development | Beginner
INV-10685,Khobar,Recorded Subscription,239,0,239,21-01-2023,4.6,Data Analysis | Beginner
INV-10686,Mecca,Recorded Subscription,536,0,536,"2023, March 15",4.7,UI/UX Design | Advanced
INV-10687,Jeddah,Recorded Subscription,435,87,348,2024-01-26,4.7,Laravel & PHP | Intermediate
INV-10688,Riyadh,Live Bootcamp,1794,179,1615,"2023, March 15",4.6,React & Next.js | Beginner
INV-10689,Mecca,Recorded Subscription,340,0,340,"2023, March 15",4.7,React & Next.js | Beginner
INV-10690,Dammam,Recorded Subscription,271,0,271,"2023, March 15",4.0,Laravel & PHP | Beginner
INV-10691,Riyadh,Recorded Subscription,327,65,262,2023-05-30,4.0,React & Next.js | Beginner
INV-10692,Medina,Recorded Subscription,297,148,149,2023-12-02,4.2,Flutter Development | Beginner
INV-10693,Mecca,Recorded Subscription,263,0,263,"2023, March 15",4.1,Data Analysis | Beginner
INV-10694,Medina,Recorded Subscription,430,215,215,"2023, March 15",4.6,UI/UX Design | Intermediate
INV-10695,Dammam,Recorded Subscription,206,41,165,"2023, March 15",4.7,Flutter Development | Beginner
INV-10696,Dammam,Recorded Subscription,248,0,248,"2023, March 15",3.9,UI/UX Design | Beginner
INV-10697,Dammam,Live Bootcamp,1834,0,1834,"2023, March 15",4.9,React & Next.js | Beginner
INV-10698,Khobar,Recorded Subscription,485,97,388,2023-04-03,4.5,Data Analysis | Intermediate
INV-10699,Dammam,Live Bootcamp,2923,0,2923,2023-04-15,4.7,Laravel & PHP | Advanced
INV-10700,Jeddah,Live Bootcamp,1771,0,1771,2023-02-28,4.8,Laravel & PHP | Beginner
INV-10701,Mecca,Recorded Subscription,295,147,148,2023-09-14,4.4,Data Analysis | Beginner
INV-10702,Khobar,Recorded Subscription,216,43,173,09-06-2023,4.3,Python Basics | Beginner
INV-10703,Medina,Recorded Subscription,247,49,198,2024-01-06,4.5,UI/UX Design | Beginner
INV-10704,Medina,Recorded Subscription,436,87,349,"2023, March 15",4.7,Python Basics | Intermediate
INV-10705,Jeddah,Recorded Subscription,313,0,313,2024-01-31,4.3,Flutter Development | Beginner
INV-10706,Riyadh,Live Bootcamp,1766,0,1766,"2023, March 15",4.9,Python Basics | Beginner
INV-10707,Riyadh,Recorded Subscription,490,98,392,"2023, March 15",4.5,Data Analysis | Intermediate
INV-10708,Tabuk,Live Bootcamp,1631,0,1631,2023-08-17,4.6,Flutter Development | Beginner
INV-10709,Medina,Recorded Subscription,583,0,583,2023-12-24,4.2,Flutter Development | Advanced
INV-10710,Medina,Recorded Subscription,321,64,257,2023-12-01,3.9,UI/UX Design | Beginner
INV-10711,Mecca,Recorded Subscription,294,0,294,"2023, March 15",4.1,React & Next.js | Beginner
INV-10712,Medina,Recorded Subscription,288,0,288,"2023, March 15",4.2,Data Analysis | Beginner
INV-10713,Riyadh,Live Bootcamp,1930,0,1930,2023-02-20,4.8,Flutter Development | Beginner
INV-10714,Khobar,Recorded Subscription,320,64,256,04-02-2023,3.8,UI/UX Design | Beginner
INV-10715,Medina,Recorded Subscription,298,0,298,"2023, March 15",4.1,Flutter Development | Beginner
INV-10716,Riyadh,Recorded Subscription,425,0,425,"2023, March 15",4.4,UI/UX Design | Intermediate
INV-10717,Dammam,Recorded Subscription,373,74,299,06-03-2023,4.1,UI/UX Design | Intermediate
INV-10718,Jeddah,Recorded Subscription,308,0,308,"2023, March 15",4.6,React & Next.js | Beginner
INV-10719,Dammam,Recorded Subscription,357,178,179,2024-01-07,4.3,UI/UX Design | Intermediate
INV-10720,Khobar,Recorded Subscription,279,55,224,2023-08-23,4.7,Data Analysis | Beginner
INV-10721,Medina,Recorded Subscription,515,103,412,"2023, March 15",4.7,Laravel & PHP | Advanced
INV-10722,Riyadh,Recorded Subscription,270,54,216,"2023, March 15",4.3,Flutter Development | Beginner
INV-10723,Jeddah,Live Bootcamp,2310,0,2310,2023-12-29,4.8,Flutter Development | Intermediate
INV-10724,Dammam,Recorded Subscription,583,116,467,01-02-2024,4.2,Laravel & PHP | Advanced
INV-10725,Jeddah,Recorded Subscription,283,0,283,07-09-2023,3.9,Flutter Development | Beginner
INV-10726,Jeddah,Recorded Subscription,302,0,302,2023-04-28,3.9,Python Basics | Beginner
INV-10727,Medina,Recorded Subscription,380,0,380,09-03-2024,4.6,Flutter Development | Intermediate
INV-10728,Tabuk,Recorded Subscription,469,0,469,"2023, March 15",3.9,UI/UX Design | Intermediate
INV-10729,Medina,Recorded Subscription,347,69,278,"2023, March 15",3.8,UI/UX Design | Beginner
INV-10730,Jeddah,Recorded Subscription,362,0,362,22-02-2023,3.9,Laravel & PHP | Intermediate
INV-10731,Jeddah,Live Bootcamp,2594,0,2594,"2023, March 15",4.5,Python Basics | Advanced
INV-10732,Jeddah,Recorded Subscription,491,98,393,06-10-2023,3.9,Flutter Development | Intermediate
INV-10733,Riyadh,Live Bootcamp,2046,0,2046,15-11-2023,4.8,Laravel & PHP | Intermediate
INV-10734,Dammam,Recorded Subscription,230,0,230,"2023, March 15",4.8,UI/UX Design | Beginner
INV-10735,Riyadh,Live Bootcamp,1617,0,1617,2023-07-29,,Data Analysis | Beginner
INV-10736,Dammam,Recorded Subscription,244,48,196,2023-11-15,4.7,UI/UX Design | Beginner
INV-10737,Mecca,Recorded Subscription,493,98,395,"2023, March 15",4.3,UI/UX Design | Intermediate
INV-10738,Khobar,Recorded Subscription,504,0,504,14-10-2023,4.6,Laravel & PHP | Advanced
INV-10739,Khobar,Recorded Subscription,365,0,365,2023-12-13,4.3,Python Basics | Intermediate
INV-10740,Dammam,Recorded Subscription,259,129,130,26-11-2023,4.0,Laravel & PHP | Beginner
INV-10741,Tabuk,Live Bootcamp,1769,0,1769,09-07-2023,4.6,Python Basics | Beginner
INV-10742,Tabuk,Recorded Subscription,284,0,284,07-03-2024,4.0,Laravel & PHP | Beginner
INV-10743,Dammam,Recorded Subscription,584,116,468,07-01-2024,4.5,Laravel & PHP | Advanced
INV-10744,Jeddah,Recorded Subscription,424,212,212,16-12-2023,4.2,Python Basics | Intermediate
INV-10745,Khobar,Recorded Subscription,383,76,307,2023-10-16,4.6,Flutter Development | Intermediate
INV-10746,Riyadh,Recorded Subscription,259,51,208,16-06-2023,4.4,Python Basics | Beginner
INV-10747,Riyadh,Live Bootcamp,2270,0,2270,29-12-2023,4.5,Laravel & PHP | Intermediate
INV-10748,Medina,Recorded Subscription,633,0,633,26-02-2024,4.4,Data Analysis | Advanced
INV-10749,Riyadh,Live Bootcamp,2438,243,2195,"2023, March 15",4.5,Laravel & PHP | Intermediate
INV-10750,Riyadh,Live Bootcamp,2424,0,2424,2023-03-27,4.8,Python Basics | Intermediate
INV-10751,Khobar,Recorded Subscription,296,0,296,24-01-2024,4.0,Flutter Development | Beginner
INV-10752,Dammam,Recorded Subscription,441,0,441,"2023, March 15",4.2,UI/UX Design | Intermediate
INV-10753,Mecca,Recorded Subscription,350,70,280,"2023, March 15",4.2,Python Basics | Intermediate
INV-10754,Jeddah,Recorded Subscription,438,87,351,2024-01-02,3.8,Laravel & PHP | Intermediate
INV-10755,Riyadh,Live Bootcamp,2060,0,2060,19-03-2023,4.8,Data Analysis | Intermediate
INV-10756,Riyadh,Live Bootcamp,2399,0,2399,20-07-2023,4.5,Data Analysis | Intermediate
INV-10757,Riyadh,Live Bootcamp,2462,0,2462,"2023, March 15",4.6,React & Next.js | Intermediate
INV-10758,Khobar,Recorded Subscription,617,308,309,"2023, March 15",4.6,Flutter Development | Advanced
INV-10759,Riyadh,Recorded Subscription,336,0,336,"2023, March 15",4.3,Python Basics | Beginner
INV-10760,Khobar,Recorded Subscription,325,0,325,2023-09-16,4.7,Flutter Development | Beginner
INV-10761,Mecca,Recorded Subscription,437,0,437,"2023, March 15",4.3,Laravel & PHP | Intermediate
INV-10762,Dammam,Recorded Subscription,556,0,556,"2023, March 15",4.3,Flutter Development | Advanced
INV-10763,Khobar,Recorded Subscription,418,83,335,"2023, March 15",4.4,Data Analysis | Intermediate
INV-10764,Medina,Recorded Subscription,365,0,365,03-08-2023,3.9,Python Basics | Intermediate
INV-10765,Jeddah,Recorded Subscription,496,99,397,2023-11-28,3.8,Laravel & PHP | Intermediate
INV-10766,Riyadh,Recorded Subscription,269,134,135,2023-12-13,4.0,Data Analysis | Beginner
INV-10767,Medina,Recorded Subscription,238,0,238,02-05-2023,4.2,Data Analysis | Beginner
INV-10768,Medina,Recorded Subscription,220,0,220,2024-01-14,4.7,UI/UX Design | Beginner
INV-10769,Riyadh,Recorded Subscription,344,0,344,04-08-2023,4.0,Python Basics | Beginner
INV-10770,Tabuk,Recorded Subscription,600,0,600,2023-05-23,4.4,Laravel & PHP | Advanced
INV-10771,Tabuk,Recorded Subscription,258,129,129,03-02-2024,4.1,UI/UX Design | Beginner
INV-10772,Riyadh,Live Bootcamp,2098,0,2098,2023-09-15,4.7,UI/UX Design | Intermediate
INV-10773,Riyadh,Live Bootcamp,2413,0,2413,2023-01-22,4.5,UI/UX Design | Intermediate
INV-10774,Dammam,Live Bootcamp,1642,0,1642,2024-01-10,4.9,UI/UX Design | Beginner
INV-10775,Riyadh,Recorded Subscription,267,53,214,2024-01-20,3.8,UI/UX Design | Beginner
INV-10776,Jeddah,Live Bootcamp,2897,0,2897,2023-02-09,4.9,UI/UX Design | Advanced
INV-10777,Tabuk,Recorded Subscription,203,40,163,03-01-2024,4.0,UI/UX Design | Beginner
INV-10778,Khobar,Recorded Subscription,264,0,264,2023-03-06,3.9,Flutter Development | Beginner
INV-10779,Riyadh,Recorded Subscription,342,68,274,2023-01-06,3.9,UI/UX Design | Beginner
INV-10780,Khobar,Recorded Subscription,237,118,119,19-10-2023,4.1,Laravel & PHP | Beginner
INV-10781,Riyadh,Recorded Subscription,527,263,264,2023-01-28,4.4,UI/UX Design | Advanced
INV-10782,Mecca,Recorded Subscription,453,226,227,14-01-2023,4.1,React & Next.js | Intermediate
